"anio","mes","programa_nivel_beneficio","beneficio_percibido_pesos_constantes"
"2021","11","Pensión universal para el adulto mayor sin bonos","297211.84"
"2021","11","Pensiones no contributivas por vejez con bonos","260060.36"
"2021","11","Pensiones no contributivas por vejez sin bonos","260060.36"
"2021","11","Pensiones no contributivas para madres de 7 o más hijos con bonos","371514.8"
"2021","11","Pensiones no contributivas para madres de 7 o más hijos sin bonos","371514.8"
"2021","11","Prestaciones previsionales por moratoria previsional con bonos","371514.8"
"2021","11","Prestaciones previsionales por moratoria previsional sin bonos","371514.8"
"2021","11","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","371514.8"
"2021","11","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","371514.8"
"2021","11","ProHuerta",
"2021","11","Tarjetas alimentarias","112259.36"
"2021","11","Trabajo autogestionado",
"2021","11","Potenciar trabajo","229308.71"
"2021","11","Monotributo social",
"2021","11","Seguro de capacitación y empleo","40992.23"
"2021","11","Empleo independiente",
"2021","11","Jóvenes con más y mejor trabajo",
"2021","11","Programa de inserción laboral",
"2021","11","Asistencia al trabajo, empleo y producción",
"2021","11","Programa de recuperación productiva 1",
"2021","11","Programa de recuperación productiva 2","222560.44"
"2021","11","Programa de respaldo a estudiantes de Argentina","66327.54"
"2021","11","Asignación por embarazo para protección social","72561.88"
"2021","11","Asignación universal por hijo","72561.88"
"2021","11","Asignación universal por hijo con discapacidad","236417.28"
"2021","12","Pensiones no contributivas por invalidez con bonos","531777.39"
"2021","12","Pensiones no contributivas por invalidez sin bonos","421320.4"
"2021","12","Pensión universal para el adulto mayor con bonos","591966.02"
"2021","12","Pensión universal para el adulto mayor sin bonos","481509.03"
"2021","12","Pensiones no contributivas por vejez con bonos","531777.39"
"2021","12","Pensiones no contributivas por vejez sin bonos","421320.4"
"2021","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","712343.27"
"2021","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","601886.28"
"2021","12","Prestaciones previsionales por moratoria previsional con bonos","712343.27"
"2021","12","Prestaciones previsionales por moratoria previsional sin bonos","601886.28"
"2021","12","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","511714.51"
"2021","12","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","401257.52"
"2021","12","ProHuerta",
"2021","12","Tarjetas alimentarias","108146.95"
"2021","12","Trabajo autogestionado",
"2021","12","Potenciar trabajo","220913.98"
"2021","12","Monotributo social",
"2021","12","Seguro de capacitación y empleo","35870.63"
"2021","12","Empleo independiente",
"2021","12","Jóvenes con más y mejor trabajo",
"2021","12","Programa de inserción laboral",
"2021","12","Asistencia al trabajo, empleo y producción",
"2021","12","Programa de recuperación productiva 1",
"2021","12","Programa de recuperación productiva 2","221872.84"
"2021","12","Programa de respaldo a estudiantes de Argentina","74668.93"
"2021","12","Asignación por embarazo para protección social","78383.04"
"2021","12","Asignación universal por hijo","78383.04"
"2021","12","Asignación universal por hijo con discapacidad","255348.95"
"2022","1","Pensiones no contributivas por invalidez con bonos","270337.12"
"2022","1","Pensiones no contributivas por invalidez sin bonos","270337.12"
"2022","1","Pensión universal para el adulto mayor con bonos","308956.71"
"2022","1","Pensión universal para el adulto mayor sin bonos","308956.71"
"2022","1","Pensiones no contributivas por vejez con bonos","270337.12"
"2022","1","Pensiones no contributivas por vejez sin bonos","270337.12"
"2022","1","Pensiones no contributivas para madres de 7 o más hijos con bonos","386195.88"
"2022","1","Pensiones no contributivas para madres de 7 o más hijos sin bonos","386195.88"
"2022","1","Prestaciones previsionales por moratoria previsional con bonos","386195.88"
"2022","1","Prestaciones previsionales por moratoria previsional sin bonos","386195.88"
"2022","1","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","386195.88"
"2022","1","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","386195.88"
"2022","1","ProHuerta",
"2022","1","Tarjetas alimentarias","104087.64"
"2022","1","Trabajo autogestionado",
"2022","1","Potenciar trabajo","212621.73"
"2022","1","Monotributo social",
"2022","1","Seguro de capacitación y empleo","26430.61"
"2022","1","Empleo independiente",
"2022","1","Jóvenes con más y mejor trabajo",
"2022","1","Programa de inserción laboral",
"2022","1","Asistencia al trabajo, empleo y producción",
"2022","1","Programa de recuperación productiva 1",
"2022","1","Programa de recuperación productiva 2","227020.39"
"2022","1","Programa de respaldo a estudiantes de Argentina","68849.57"
"2022","1","Asignación por embarazo para protección social","75440.85"
"2022","1","Asignación universal por hijo","75440.85"
"2022","1","Asignación universal por hijo con discapacidad","245764.15"
"2022","2","Pensiones no contributivas por invalidez con bonos","258201.64"
"2022","2","Pensiones no contributivas por invalidez sin bonos","258201.64"
"2022","2","Pensión universal para el adulto mayor con bonos","295087.59"
"2022","2","Pensión universal para el adulto mayor sin bonos","295087.59"
"2022","2","Pensiones no contributivas por vejez con bonos","258201.64"
"2022","2","Pensiones no contributivas por vejez sin bonos","258201.64"
"2022","2","Pensiones no contributivas para madres de 7 o más hijos con bonos","368859.49"
"2022","2","Pensiones no contributivas para madres de 7 o más hijos sin bonos","368859.49"
"2022","2","Prestaciones previsionales por moratoria previsional con bonos","368859.49"
"2022","2","Prestaciones previsionales por moratoria previsional sin bonos","368859.49"
"2022","2","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","368859.49"
"2022","2","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","368859.49"
"2022","2","ProHuerta",
"2022","2","Tarjetas alimentarias","99001.86"
"2022","2","Trabajo autogestionado",
"2022","2","Potenciar trabajo","209423.27"
"2022","2","Monotributo social",
"2022","2","Seguro de capacitación y empleo","25680.5"
"2022","2","Empleo independiente",
"2022","2","Jóvenes con más y mejor trabajo",
"2022","2","Programa de inserción laboral",
"2022","2","Asistencia al trabajo, empleo y producción",
"2022","2","Programa de recuperación productiva 1",
"2022","2","Programa de recuperación productiva 2","223810.3"
"2022","2","Programa de respaldo a estudiantes de Argentina","65898.52"
"2022","2","Asignación por embarazo para protección social","72054.3"
"2022","2","Asignación universal por hijo","72054.3"
"2022","2","Asignación universal por hijo con discapacidad","234731.75"
"2022","3","Pensiones no contributivas por invalidez con bonos","271704.61"
"2022","3","Pensiones no contributivas por invalidez sin bonos","271704.61"
"2022","3","Pensión universal para el adulto mayor con bonos","310519.55"
"2022","3","Pensión universal para el adulto mayor sin bonos","310519.55"
"2022","3","Pensiones no contributivas por vejez con bonos","271704.61"
"2022","3","Pensiones no contributivas por vejez sin bonos","271704.61"
"2022","3","Pensiones no contributivas para madres de 7 o más hijos con bonos","388149.44"
"2022","3","Pensiones no contributivas para madres de 7 o más hijos sin bonos","388149.44"
"2022","3","Prestaciones previsionales por moratoria previsional con bonos","388149.44"
"2022","3","Prestaciones previsionales por moratoria previsional sin bonos","388149.44"
"2022","3","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","388149.44"
"2022","3","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","388149.44"
"2022","3","ProHuerta",
"2022","3","Tarjetas alimentarias","93091.91"
"2022","3","Trabajo autogestionado",
"2022","3","Potenciar trabajo","196272.98"
"2022","3","Monotributo social",
"2022","3","Seguro de capacitación y empleo","27691.14"
"2022","3","Empleo independiente",
"2022","3","Jóvenes con más y mejor trabajo",
"2022","3","Programa de inserción laboral",
"2022","3","Asistencia al trabajo, empleo y producción",
"2022","3","Programa de recuperación productiva 1",
"2022","3","Programa de recuperación productiva 2","212768.28"
"2022","3","Programa de respaldo a estudiantes de Argentina","69480.63"
"2022","3","Asignación por embarazo para protección social","75832.74"
"2022","3","Asignación universal por hijo","75832.74"
"2022","3","Asignación universal por hijo con discapacidad","247018.47"
"2022","4","Pensiones no contributivas por invalidez con bonos","323657.17"
"2022","4","Pensiones no contributivas por invalidez sin bonos","256325.1"
"2022","4","Pensión universal para el adulto mayor con bonos","360275.04"
"2022","4","Pensión universal para el adulto mayor sin bonos","292942.98"
"2022","4","Pensiones no contributivas por vejez con bonos","323657.17"
"2022","4","Pensiones no contributivas por vejez sin bonos","256325.1"
"2022","4","Pensiones no contributivas para madres de 7 o más hijos con bonos","433510.79"
"2022","4","Pensiones no contributivas para madres de 7 o más hijos sin bonos","366178.72"
"2022","4","Prestaciones previsionales por moratoria previsional con bonos","433510.79"
"2022","4","Prestaciones previsionales por moratoria previsional sin bonos","366178.72"
"2022","4","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","433510.79"
"2022","4","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","366178.72"
"2022","4","ProHuerta",
"2022","4","Tarjetas alimentarias","87518.08"
"2022","4","Trabajo autogestionado",
"2022","4","Potenciar trabajo","218492.56"
"2022","4","Monotributo social",
"2022","4","Seguro de capacitación y empleo","20252.14"
"2022","4","Empleo independiente",
"2022","4","Jóvenes con más y mejor trabajo",
"2022","4","Programa de inserción laboral",
"2022","4","Asistencia al trabajo, empleo y producción",
"2022","4","Programa de recuperación productiva 1",
"2022","4","Programa de recuperación productiva 2","262613.59"
"2022","4","Programa de respaldo a estudiantes de Argentina","89517.98"
"2022","4","Asignación por embarazo para protección social","71540.32"
"2022","4","Asignación universal por hijo","71540.32"
"2022","4","Asignación universal por hijo con discapacidad","233036.29"
"2022","5","Pensiones no contributivas por invalidez con bonos","372016.4"
"2022","5","Pensiones no contributivas por invalidez sin bonos","243886.87"
"2022","5","Pensión universal para el adulto mayor con bonos","406857.39"
"2022","5","Pensión universal para el adulto mayor sin bonos","278727.85"
"2022","5","Pensiones no contributivas por vejez con bonos","372016.4"
"2022","5","Pensiones no contributivas por vejez sin bonos","243886.87"
"2022","5","Pensiones no contributivas para madres de 7 o más hijos con bonos","476539.35"
"2022","5","Pensiones no contributivas para madres de 7 o más hijos sin bonos","348409.82"
"2022","5","Prestaciones previsionales por moratoria previsional con bonos","476539.35"
"2022","5","Prestaciones previsionales por moratoria previsional sin bonos","348409.82"
"2022","5","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","476539.35"
"2022","5","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","348409.82"
"2022","5","ProHuerta",
"2022","5","Tarjetas alimentarias","125215.77"
"2022","5","Trabajo autogestionado",
"2022","5","Potenciar trabajo","207890.16"
"2022","5","Monotributo social",
"2022","5","Seguro de capacitación y empleo","19480.07"
"2022","5","Empleo independiente",
"2022","5","Jóvenes con más y mejor trabajo",
"2022","5","Programa de inserción laboral",
"2022","5","Asistencia al trabajo, empleo y producción",
"2022","5","Programa de recuperación productiva 1",
"2022","5","Programa de recuperación productiva 2",
"2022","5","Programa de recuperación productiva 3",
"2022","5","Programa de respaldo a estudiantes de Argentina","77155.33"
"2022","5","Asignación por embarazo para protección social","68068.81"
