"anio","mes","programa_nivel_beneficio","beneficio_percibido_pesos_corrientes"
"2023","5","Pensiones no contributivas para madres de 7 o más hijos sin bonos","58665.43"
"2023","5","Prestaciones previsionales por moratoria previsional con bonos","73665.43"
"2023","5","Prestaciones previsionales por moratoria previsional sin bonos","58665.43"
"2023","5","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","7366543"
"2023","5","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","5866543"
"2023","5","ProHuerta",
"2023","5","Tarjetas alimentarias","22240"
"2023","5","Trabajo autogestionado","29992.15"
"2023","5","Potenciar trabajo","42025.67"
"2023","5","Monotributo social",
"2023","5","Seguro de capacitación y empleo","4611.93"
"2023","5","Empleo independiente","60636.52"
"2023","5","Jóvenes con más y mejor trabajo","16162.4"
"2023","5","Programa de inserción laboral","16860.96"
"2023","5","Programa de recuperación productiva 2",
"2023","5","Programa de recuperación productiva 3","33668.47"
"2023","5","Programa de respaldo a estudiantes de Argentina","10870"
"2023","5","Asignación por embarazo para protección social","11465"
"2023","5","Asignación universal por hijo","11465"
"2023","5","Asignación universal por hijo con discapacidad","37336"
"2023","6","Pensiones no contributivas por invalidez con bonos","89485.15"
"2023","6","Pensiones no contributivas por invalidez sin bonos","74485.15"
"2023","6","Pensión universal para el adulto mayor con bonos","100125.89"
"2023","6","Pensión universal para el adulto mayor sin bonos","85125.89"
"2023","6","Pensiones no contributivas por vejez con bonos","89485.15"
"2023","6","Pensiones no contributivas por vejez sin bonos","74485.15"
"2023","6","Pensiones no contributivas para madres de 7 o más hijos con bonos","121407.36"
"2023","6","Pensiones no contributivas para madres de 7 o más hijos sin bonos","106407.36"
"2023","6","Prestaciones previsionales por moratoria previsional con bonos","121407.36"
"2023","6","Prestaciones previsionales por moratoria previsional sin bonos","106407.36"
"2023","6","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","8593824"
"2023","6","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","7093824"
"2023","6","ProHuerta",
"2023","6","Tarjetas alimentarias","22240"
"2023","6","Trabajo autogestionado","29992.26"
"2023","6","Potenciar trabajo","43606.58"
"2023","6","Monotributo social",
"2023","6","Seguro de capacitación y empleo","3038.56"
"2023","6","Empleo independiente","50401.3"
"2023","6","Jóvenes con más y mejor trabajo","17150.63"
"2023","6","Programa de inserción laboral","18715.27"
"2023","6","Programa de recuperación productiva 2",
"2023","6","Programa de recuperación productiva 3","34644.85"
"2023","6","Programa de respaldo a estudiantes de Argentina","10899"
"2023","6","Asignación por embarazo para protección social","13864"
"2023","6","Asignación universal por hijo","13864"
"2023","6","Asignación universal por hijo con discapacidad","45147"
"2023","7","Pensiones no contributivas por invalidez con bonos","66656.77"
"2023","7","Pensiones no contributivas por invalidez sin bonos","49656.77"
"2023","7","Pensión universal para el adulto mayor con bonos","73750.59"
"2023","7","Pensión universal para el adulto mayor sin bonos","56750.59"
"2023","7","Pensiones no contributivas por vejez con bonos","66656.77"
"2023","7","Pensiones no contributivas por vejez sin bonos","49656.77"
"2023","7","Pensiones no contributivas para madres de 7 o más hijos con bonos","87938.24"
"2023","7","Pensiones no contributivas para madres de 7 o más hijos sin bonos","70938.24"
"2023","7","Prestaciones previsionales por moratoria previsional con bonos","87938.24"
"2023","7","Prestaciones previsionales por moratoria previsional sin bonos","70938.24"
"2023","7","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","8793824"
"2023","7","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","7093824"
"2023","7","ProHuerta",
"2023","7","Tarjetas alimentarias","22240"
"2023","7","Trabajo autogestionado","29993.38"
"2023","7","Potenciar trabajo","52349.55"
"2023","7","Monotributo social",
"2023","7","Seguro de capacitación y empleo","3576.56"
"2023","7","Empleo independiente","52247.76"
"2023","7","Jóvenes con más y mejor trabajo","20202.59"
"2023","7","Programa de inserción laboral","19723.62"
"2023","7","Programa de recuperación productiva 2",
"2023","7","Programa de recuperación productiva 3","36447.18"
"2023","7","Programa de respaldo a estudiantes de Argentina","17052"
"2023","7","Asignación por embarazo para protección social","13864"
"2023","7","Asignación universal por hijo","13864"
"2023","7","Asignación universal por hijo con discapacidad","45147"
"2023","8","Pensiones no contributivas por invalidez con bonos","69656.77"
"2023","8","Pensiones no contributivas por invalidez sin bonos","49656.77"
"2023","8","Pensión universal para el adulto mayor con bonos","76750.59"
"2023","8","Pensión universal para el adulto mayor sin bonos","56750.59"
"2023","8","Pensiones no contributivas por vejez con bonos","69656.77"
"2023","8","Pensiones no contributivas por vejez sin bonos","49656.77"
"2023","8","Pensiones no contributivas para madres de 7 o más hijos con bonos","90938.24"
"2023","8","Pensiones no contributivas para madres de 7 o más hijos sin bonos","70938.24"
"2023","8","Prestaciones previsionales por moratoria previsional con bonos","90938.24"
"2023","8","Prestaciones previsionales por moratoria previsional sin bonos","70938.24"
"2023","8","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","9093824"
"2023","8","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","7093824"
"2023","8","ProHuerta",
"2023","8","Tarjetas alimentarias","22240"
"2023","8","Trabajo autogestionado","29996.13"
"2023","8","Potenciar trabajo","55845.58"
"2023","8","Monotributo social",
"2023","8","Seguro de capacitación y empleo","2754.44"
"2023","8","Empleo independiente","47082.77"
"2023","8","Jóvenes con más y mejor trabajo","20516.51"
"2023","8","Programa de inserción laboral","21408.95"
"2023","8","Programa de recuperación productiva 2",
"2023","8","Programa de recuperación productiva 3","40521.17"
"2023","8","Programa de respaldo a estudiantes de Argentina","16932"
"2023","8","Asignación por embarazo para protección social","13864"
"2023","8","Asignación universal por hijo","13864"
"2023","8","Asignación universal por hijo con discapacidad","45147"
"2023","9","Pensiones no contributivas por invalidez con bonos","98221.83"
"2023","9","Pensiones no contributivas por invalidez sin bonos","61221.83"
"2023","9","Pensión universal para el adulto mayor con bonos","106967.81"
"2023","9","Pensión universal para el adulto mayor sin bonos","69967.81"
"2023","9","Pensiones no contributivas por vejez con bonos","98221.83"
"2023","9","Pensiones no contributivas por vejez sin bonos","61221.83"
"2023","9","Pensiones no contributivas para madres de 7 o más hijos con bonos","124459.76"
"2023","9","Pensiones no contributivas para madres de 7 o más hijos sin bonos","87459.76"
"2023","9","Prestaciones previsionales por moratoria previsional con bonos","124459.76"
"2023","9","Prestaciones previsionales por moratoria previsional sin bonos","87459.76"
"2023","9","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","12445976"
"2023","9","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","8745976"
"2023","9","ProHuerta",
"2023","9","Tarjetas alimentarias","29260"
"2023","9","Trabajo autogestionado","30000"
"2023","9","Potenciar trabajo","58496.93"
"2023","9","Monotributo social",
"2023","9","Seguro de capacitación y empleo","4011.57"
"2023","9","Empleo independiente","54132.26"
"2023","9","Jóvenes con más y mejor trabajo","28103.32"
"2023","9","Programa de inserción laboral","21738.6"
"2023","9","Programa de recuperación productiva 2",
"2023","9","Programa de recuperación productiva 3","47898.93"
"2023","9","Programa de respaldo a estudiantes de Argentina","16962"
"2023","9","Asignación por embarazo para protección social","17093"
"2023","9","Asignación universal por hijo","17093"
"2023","9","Asignación universal por hijo con discapacidad","55662"
"2023","10","Pensiones no contributivas por invalidez con bonos","98221.83"
"2023","10","Pensiones no contributivas por invalidez sin bonos","61221.83"
"2023","10","Pensión universal para el adulto mayor con bonos","106967.81"
"2023","10","Pensión universal para el adulto mayor sin bonos","69967.81"
"2023","10","Pensiones no contributivas por vejez con bonos","98221.83"
"2023","10","Pensiones no contributivas por vejez sin bonos","61221.83"
"2023","10","Pensiones no contributivas para madres de 7 o más hijos con bonos","124459.76"
"2023","10","Pensiones no contributivas para madres de 7 o más hijos sin bonos","87459.76"
"2023","10","Prestaciones previsionales por moratoria previsional con bonos","124459.76"
"2023","10","Prestaciones previsionales por moratoria previsional sin bonos","87459.76"
"2023","10","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","12445976"
"2023","10","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","8745976"
"2023","10","ProHuerta",
"2023","10","Tarjetas alimentarias","29260"
"2023","10","Trabajo autogestionado","25578.58"
"2023","10","Potenciar trabajo","65495.41"
"2023","10","Monotributo social",
"2023","10","Seguro de capacitación y empleo","2679.83"
"2023","10","Empleo independiente","38590.38"
"2023","10","Jóvenes con más y mejor trabajo","28258.32"
"2023","10","Programa de inserción laboral","23580.88"
"2023","10","Programa de recuperación productiva 2",
"2023","10","Programa de recuperación productiva 3","21390.14"
"2023","10","Programa de respaldo a estudiantes de Argentina","16962"
"2023","10","Asignación por embarazo para protección social","17093"
"2023","10","Asignación universal por hijo","17093"
"2023","10","Asignación universal por hijo con discapacidad","55662"
"2023","11","Pensiones no contributivas por invalidez con bonos","98221.83"
"2023","11","Pensiones no contributivas por invalidez sin bonos","61221.83"
"2023","11","Pensión universal para el adulto mayor con bonos","106967.81"
"2023","11","Pensión universal para el adulto mayor sin bonos","69967.81"
"2023","11","Pensiones no contributivas por vejez con bonos","98221.83"
"2023","11","Pensiones no contributivas por vejez sin bonos","61221.83"
"2023","11","Pensiones no contributivas para madres de 7 o más hijos con bonos","124459.76"
"2023","11","Pensiones no contributivas para madres de 7 o más hijos sin bonos","87459.76"
"2023","11","Prestaciones previsionales por moratoria previsional con bonos","124459.76"
"2023","11","Prestaciones previsionales por moratoria previsional sin bonos","87459.76"
"2023","11","Prestaciones previsionales por moratoria previsional con bonos sin aguinaldo","12445976"
"2023","11","Prestaciones previsionales por moratoria previsional sin bonos sin aguinaldo","8745976"
"2023","11","ProHuerta",
"2023","11","Tarjetas alimentarias","29260"
"2023","11","Trabajo autogestionado","25652.75"
"2023","11","Potenciar trabajo","72467.42"
"2023","11","Monotributo social",
"2023","11","Seguro de capacitación y empleo","2345.44"
"2023","11","Empleo independiente","41954.07"
"2023","11","Jóvenes con más y mejor trabajo","29869.82"
"2023","11","Programa de inserción laboral","24457.81"
"2023","11","Programa de recuperación productiva 2",
"2023","11","Programa de recuperación productiva 3","36680.87"
"2023","11","Programa de respaldo a estudiantes de Argentina","16954"
"2023","11","Asignación por embarazo para protección social","17093"
"2023","11","Asignación universal por hijo","17093"
"2023","11","Asignación universal por hijo con discapacidad","55662"
"2023","12","Pensiones no contributivas por invalidez con bonos","165998.24"
"2023","12","Pensiones no contributivas por invalidez sin bonos","110998.24"
"2023","12","Pensión universal para el adulto mayor con bonos","181855.13"
"2023","12","Pensión universal para el adulto mayor sin bonos","126855.13"
"2023","12","Pensiones no contributivas por vejez con bonos","165998.24"
"2023","12","Pensiones no contributivas por vejez sin bonos","110998.24"
"2023","12","Pensiones no contributivas para madres de 7 o más hijos con bonos","213568.92"
"2023","12","Pensiones no contributivas para madres de 7 o más hijos sin bonos","158568.92"
